Category,Overall,After 2IFC,After YN
SC,0.5870277722516574,0.9950946628567933,0.9986636420224496
CC,0.5999976703280692,0.8464737982434791,1.1274704420044073
CI,0.7544720926351124,1.244629144847312,1.1063117806523466
