Category,Overall,After 2IFC,After YN
SC,0.7654216659214931,1.3415193601043083,1.149719117534983
CC,0.684186303878494,1.2287834795247436,1.1702923360007986
CI,1.18888949119293,1.2980561510511948,1.5099979871223308
