Source,SS,ddof1,ddof2,MS,F,p_unc,p_GG_corr,ng2,eps
Phase,58.199843553379026,1,15,58.199843553379026,1.6910977517911516,0.2130823492027164,0.2130823492027164,0.004044626798976295,1.0
Category,41.51362105907559,2,30,20.756810529537795,0.5553449223711393,0.5796611614122118,0.5068387466983328,0.0028883589373856124,0.6394039710628537
Phase * Category,62.642417440397324,2,30,31.321208720198662,2.4388965517241346,0.1043719660620265,0.10791377394175249,0.0043520220214972516,0.9453661967550128
