Analysis,sphericity,W,chi2,dof,p
2IFC_d_a,True,0.8534239319837379,2.2189841172640743,2,0.3297264002257377
YN_d_a,True,0.726677437125343,4.469816263427611,2,0.10700195948822933
Ratio_d_a,True,0.7911582734774107,3.2796013367403964,2,0.1940187125028409
2IFC_meta_d_a,True,0.9973332387856885,0.037384526988612,2,0.9814813534156726
YN_meta_d_a,True,0.9761228901120818,0.3383350389329589,2,0.8443674435540706
Contrast,True,0.8112065803244678,2.9292554807360878,2,0.23116402849845208
HR,True,0.9569746891028186,0.6156967046631157,2,0.7350267746544039
FAR,True,0.6800042639782676,5.3991869438551605,2,0.06723283922141444
