Contrast,A,B,Paired,Parametric,T,dof,alternative,p_unc,p_corr,p_adjust,BF10,hedges
Condition,SC,CC,True,True,2.194723638059643,15.0,two-sided,0.04433966614697036,0.13301899844091108,bonf,1.65,0.5292950523743257
Condition,SC,CI,True,True,4.103899738372362,15.0,two-sided,0.0009388078115018436,0.0028164234345055307,bonf,40.398,1.2960688201052613
Condition,CC,CI,True,True,1.5322033457383342,15.0,two-sided,0.14628906866074487,0.4388672059822346,bonf,0.676,0.5361330276825262
