Contrast,A,B,Paired,Parametric,T,dof,alternative,p_unc,p_corr,p_adjust,BF10,hedges
Condition,SC,CC,True,True,1.1633946602826395,15.0,two-sided,0.262842818845043,0.788528456535129,bonf,0.455,0.2522370704062966
Condition,SC,CI,True,True,1.3923479624481687,15.0,two-sided,0.18411552180045265,0.552346565401358,bonf,0.576,0.3392476701515121
Condition,CC,CI,True,True,0.4123173747308011,15.0,two-sided,0.6859392585310895,1.0,bonf,0.275,0.12080661826972754
