Source,SS,ddof1,ddof2,MS,F,p_unc,p_GG_corr,ng2,eps
Task,5.424028760416669,1,15,5.424028760416669,43.89179898018267,8.079715121214791e-06,8.079715121214791e-06,0.30786710008312623,1.0
Condition,0.37149739583333324,2,30,0.18574869791666662,1.356124914338497,0.27299997405436127,0.2730166640210577,0.029564745371066323,0.9636618677952289
Task * Condition,0.033788770833330595,2,30,0.016894385416665297,0.1881480018125782,0.8294621600984576,0.8114812622556026,0.002763264549318261,0.9178725815840005
