Source,SS,ddof1,ddof2,MS,F,p_unc,p_GG_corr,ng2,eps
Task,3714.7297894772632,1,15,3714.7297894772632,148.6852708957248,3.4721635689559265e-09,3.4721635689559265e-09,0.6370018208594947,1.0
Category,55.109810223446715,2,30,27.554905111723357,1.441630915765531,0.2524616770332897,0.252663457694416,0.025373258122644383,0.9827228244688561
Task * Category,0.1175475291639998,2,30,0.0587737645819999,0.006896001316867589,0.993129295324332,0.9901472841913973,5.552625561019303e-05,0.9178360519868827
