Source,SS,ddof1,ddof2,MS,F,p_unc,p_GG_corr,ng2,eps
Phase,394.2493112947661,1,15,394.2493112947661,8.3226497196673,0.011336428065056282,0.011336428065056282,0.01853734499366114,1.0
Category,42.780711151923,2,30,21.3903555759615,0.6095425677224043,0.550194493910046,0.48718630294682486,0.0020453217095897916,0.6565462438683652
Phase * Category,2.14837771656029,2,30,1.074188858280145,0.08883468094696893,0.9152366057695169,0.9144925245891673,0.00010291264787281892,0.9953556449508343
