Phase,Category,mean,std,count,sem
After 2IFC,SC,63.150252525252526,13.62337422244985,16,3.4058435556124627
After 2IFC,CC,63.33333333333333,15.32919388902155,16,3.8322984722553874
After 2IFC,CI,64.80429292929293,15.050978174833615,16,3.7627445437084037
After YN,SC,67.62626262626263,15.235368413737469,16,3.808842103434367
After YN,CC,67.16540404040404,15.515250979531762,16,3.8788127448829406
After YN,CI,68.65530303030303,16.48092474718563,16,4.120231186796407
