Source,SS,ddof1,ddof2,MS,F,p_unc,p_GG_corr,ng2,eps
Measure,2.0829987604166673,1,15,2.0829987604166673,155.51389265422623,2.550990101953512e-09,2.550990101953512e-09,0.4943969780213975,1.0
Condition,0.00699543750000001,2,30,0.003497718750000005,0.38038634546457145,0.6868473291520241,0.6553135166365947,0.0032731670138974036,0.8561231494547832
Measure * Condition,0.00444902083333262,2,30,0.00222451041666631,0.5558204554669681,0.5793954193155572,0.5765723904361666,0.00208418123492592,0.9830078206252257
