Source,SS,ddof1,ddof2,MS,F,p_unc,p_GG_corr,ng2,eps
Task,0.021088785280530507,1,15,0.021088785280530507,0.18321583025177865,0.6747062384383555,0.6747062384383555,0.001944557510996636,1.0
Condition,0.28679935231800924,2,30,0.14339967615900462,1.1981658658448577,0.3157775564587315,0.31485586166784085,0.0258128016583363,0.960496067615312
Task * Condition,0.04800329351532445,2,30,0.024001646757662226,0.27804338655709354,0.7591940588288864,0.7423040601748758,0.004415336355462245,0.9243298638614982
