Contrast,A,B,Paired,Parametric,T,dof,alternative,p_unc,p_corr,p_adjust,BF10,hedges
Condition,SC,CC,True,True,-0.4882816475086282,15.0,two-sided,0.6324112136223103,1.0,bonf,0.284,-0.08594644361244638
Condition,SC,CI,True,True,0.4738460016505396,15.0,two-sided,0.6424330398701248,1.0,bonf,0.282,0.10273460897613554
Condition,CC,CI,True,True,1.048211247763452,15.0,two-sided,0.31113812552137043,0.9334143765641113,bonf,0.41,0.2087841571661049
