Participant,Day,SessionBlock,Trial,Task,Category,FacePresent,Response,Correct,RT,NoResponse,LateResponse,LateResponseRT,LateCorrect,Combined_Correct,Contrast,Replaced,PTC,PTR
00227,1.0,2.0,1,2IFC,SC,,right,True,0.7138149000238627,False,,,,True,0.049999999999999996,,,
,,,1,WM_probe,SC,,1,False,1.2818030000198632,False,,,,False,,2.0,1.0,0.0
00227,1.0,2.0,2,2IFC,SC,,left,True,0.46690050000324845,False,,,,True,0.03971641173621406,,,
,,,2,WM_probe,SC,,1,True,2.773049399955198,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,3,2IFC,CC,,right,False,0.5837286999449134,False,,,,False,0.049999999999999996,,,
,,,3,WM_probe,CC,,1,True,1.018291300162673,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,4,2IFC,SC,,left,False,0.6991938999854028,False,,,,False,0.031547867224009644,,,
,,,4,WM_probe,SC,,1,False,1.745470799971372,False,,,,False,,3.0,1.0,0.0
00227,1.0,2.0,5,2IFC,SC,,right,True,0.45606569992378354,False,,,,True,0.03971641173621406,,,
,,,5,WM_probe,SC,,4,True,0.9047065998893231,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,6,2IFC,CI,,right,False,0.5037835999391973,False,,,,False,0.049999999999999996,,,
,,,6,WM_probe,CI,,1,True,1.8388252998702228,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,7,2IFC,CI,,left,True,0.5301207001321018,False,,,,True,0.06294627058970836,,,
,,,7,WM_probe,CI,,4,False,1.9033015999011695,False,,,,False,,2.0,0.0,0.0
00227,1.0,2.0,8,2IFC,CI,,right,True,0.5613160999491811,False,,,,True,0.049999999999999996,,,
,,,8,WM_probe,CI,,4,True,2.611585399834439,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,9,2IFC,SC,,left,True,0.4185036001726985,False,,,,True,0.03971641173621406,,,
,,,9,WM_probe,SC,,4,True,1.6642710000742227,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,10,2IFC,CC,,left,True,0.2861770000308752,False,,,,True,0.06294627058970836,,,
,,,10,WM_probe,CC,,3,False,2.453007600037381,False,,,,False,,2.0,0.0,0.0
00227,1.0,2.0,11,2IFC,CC,,right,True,0.5313828000798821,False,,,,True,0.049999999999999996,,,
,,,11,WM_probe,CC,,4,False,2.375204399926588,False,,,,False,,2.0,0.0,0.0
00227,1.0,2.0,12,2IFC,CC,,no_response,False,,True,left,0.0003333999775350094,True,True,0.049999999999999996,,,
,,,12,WM_probe,CC,,2,False,1.8819265000056475,False,,,,False,,4.0,0.0,0.0
00227,1.0,2.0,13,2IFC,CI,,left,True,0.44300440000370145,False,,,,True,0.049999999999999996,,,
,,,13,WM_probe,CI,,4,True,1.2498322997707874,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,14,2IFC,SC,,left,True,0.3316827998496592,False,,,,True,0.03971641173621406,,,
,,,14,WM_probe,SC,,4,False,1.9592893000226468,False,,,,False,,1.0,1.0,0.0
00227,1.0,2.0,15,2IFC,SC,,right,True,0.39714720007032156,False,,,,True,0.031547867224009644,,,
,,,15,WM_probe,SC,,3,True,1.1930631001014262,False,,,,True,,3.0,0.0,0.0
00227,1.0,2.0,16,2IFC,CC,,right,True,0.39475279999896884,False,,,,True,0.06294627058970836,,,
,,,16,WM_probe,CC,,2,False,1.96623899997212,False,,,,False,,1.0,0.0,0.0
00227,1.0,2.0,17,2IFC,CC,,left,True,0.4360364999156445,False,,,,True,0.06294627058970836,,,
,,,17,WM_probe,CC,,2,True,1.9126224999781698,False,,,,True,,2.0,0.0,0.0
00227,1.0,2.0,18,2IFC,CI,,right,False,0.5470757998991758,False,,,,False,0.049999999999999996,,,
,,,18,WM_probe,CI,,4,True,2.4543651998974383,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,19,2IFC,CI,,right,True,0.5417518999893218,False,,,,True,0.06294627058970836,,,
,,,19,WM_probe,CI,,no_response,False,,True,4,0.0002897998783737421,True,True,,4.0,0.0,0.0
00227,1.0,2.0,20,2IFC,CC,,left,True,0.5234214998781681,False,,,,True,0.06294627058970836,,,
,,,20,WM_probe,CC,,4,True,1.68531580013223,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,21,2IFC,CI,,right,True,0.17372619989328086,False,,,,True,0.06294627058970836,,,
,,,21,WM_probe,CI,,4,True,2.288191800005734,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,22,2IFC,CI,,right,False,0.4740604998078197,False,,,,False,0.06294627058970836,,,
,,,22,WM_probe,CI,,3,False,2.9018510000314564,False,,,,False,,1.0,0.0,0.0
00227,1.0,2.0,23,2IFC,SC,,left,True,0.5717122000642121,False,,,,True,0.031547867224009644,,,
,,,23,WM_probe,SC,,3,True,2.4880343999248,False,,,,True,,3.0,0.0,0.0
00227,1.0,2.0,24,2IFC,CC,,right,True,0.3260798000264913,False,,,,True,0.049999999999999996,,,
,,,24,WM_probe,CC,,3,True,2.0973952000495046,False,,,,True,,3.0,0.0,0.0
00227,1.0,2.0,25,2IFC,CI,,right,True,0.5024965999182314,False,,,,True,0.0792446596230557,,,
,,,25,WM_probe,CI,,3,True,1.7583844000473619,False,,,,True,,3.0,0.0,0.0
00227,1.0,2.0,26,2IFC,SC,,right,True,0.3564264001324773,False,,,,True,0.031547867224009644,,,
,,,26,WM_probe,SC,,4,False,2.5197640999685973,False,,,,False,,3.0,1.0,0.0
00227,1.0,2.0,27,2IFC,CC,,right,True,0.6070042001083493,False,,,,True,0.049999999999999996,,,
,,,27,WM_probe,CC,,2,False,2.0686891998630017,False,,,,False,,1.0,0.0,0.0
00227,1.0,2.0,28,2IFC,CI,,left,True,0.2179712001234293,False,,,,True,0.0792446596230557,,,
,,,28,WM_probe,CI,,3,True,2.08229640009813,False,,,,True,,3.0,0.0,0.0
00227,1.0,2.0,29,2IFC,SC,,right,True,0.723885599989444,False,,,,True,0.025059361681363596,,,
,,,29,WM_probe,SC,,2,True,1.4355631000362337,False,,,,True,,2.0,0.0,0.0
00227,1.0,2.0,30,2IFC,CI,,right,True,0.4892758000642061,False,,,,True,0.0792446596230557,,,
,,,30,WM_probe,CI,,2,True,1.7918552001938224,False,,,,True,,2.0,0.0,0.0
00227,1.0,2.0,31,2IFC,CI,,right,False,0.7122660998720676,False,,,,False,0.06294627058970836,,,
,,,31,WM_probe,CI,,no_response,False,,True,,,,False,,4.0,0.0,0.0
00227,1.0,2.0,32,2IFC,CI,,right,False,0.9635981000028551,False,,,,False,0.0792446596230557,,,
,,,32,WM_probe,CI,,2,False,2.8146801001857966,False,,,,False,,4.0,0.0,0.0
00227,1.0,2.0,33,2IFC,CC,,right,True,0.4114373999182135,False,,,,True,0.049999999999999996,,,
,,,33,WM_probe,CC,,4,True,2.4227046999149024,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,34,2IFC,CI,,right,True,0.2713544999714941,False,,,,True,0.09976311574844403,,,
,,,34,WM_probe,CI,,4,True,1.5562044000253081,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,35,2IFC,CI,,left,True,0.3890768999699503,False,,,,True,0.09976311574844403,,,
,,,35,WM_probe,CI,,1,True,1.312413200037554,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,36,2IFC,CI,,right,True,0.19108810019679368,False,,,,True,0.09976311574844403,,,
,,,36,WM_probe,CI,,2,True,2.0195863998960704,False,,,,True,,2.0,0.0,0.0
00227,1.0,2.0,37,2IFC,SC,,right,False,0.5536034000106156,False,,,,False,0.025059361681363596,,,
,,,37,WM_probe,SC,,4,True,1.297535500023514,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,38,2IFC,CC,,right,False,0.43418140010908246,False,,,,False,0.03971641173621406,,,
,,,38,WM_probe,CC,,4,False,1.497529000043869,False,,,,False,,1.0,0.0,0.0
00227,1.0,2.0,39,2IFC,CI,,right,True,0.19750269991345704,False,,,,True,0.0792446596230557,,,
,,,39,WM_probe,CI,,3,False,2.058378200046718,False,,,,False,,4.0,0.0,0.0
00227,1.0,2.0,40,2IFC,SC,,right,False,0.5536615999881178,False,,,,False,0.031547867224009644,,,
,,,40,WM_probe,SC,,1,True,1.3123397000599653,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,41,2IFC,CI,,right,False,0.4284503001254052,False,,,,False,0.0792446596230557,,,
,,,41,WM_probe,CI,,2,True,1.1611704998649657,False,,,,True,,2.0,0.0,0.0
00227,1.0,2.0,42,2IFC,SC,,right,True,0.21123039978556335,False,,,,True,0.03971641173621406,,,
,,,42,WM_probe,SC,,4,True,1.509913899935782,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,43,2IFC,CC,,left,True,0.5005245001520962,False,,,,True,0.049999999999999996,,,
,,,43,WM_probe,CC,,3,False,2.9046614998951554,False,,,,False,,2.0,0.0,0.0
00227,1.0,2.0,44,2IFC,SC,,right,True,0.36260270001366735,False,,,,True,0.03971641173621406,,,
,,,44,WM_probe,SC,,4,True,1.3715423000976443,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,45,2IFC,CC,,left,True,0.2210435001179576,False,,,,True,0.049999999999999996,,,
,,,45,WM_probe,CC,,4,True,0.8826133999973536,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,46,2IFC,SC,,right,True,0.18157709995284677,False,,,,True,0.03971641173621406,,,
,,,46,WM_probe,SC,,3,True,1.8551511999685317,False,,,,True,,3.0,0.0,0.0
00227,1.0,2.0,47,2IFC,SC,,right,True,0.34761370019987226,False,,,,True,0.031547867224009644,,,
,,,47,WM_probe,SC,,3,False,1.8389202000107616,False,,,,False,,1.0,1.0,0.0
00227,1.0,2.0,48,2IFC,SC,,left,True,0.6340025998651981,False,,,,True,0.031547867224009644,,,
,,,48,WM_probe,SC,,4,False,1.4599506000522524,False,,,,False,,3.0,1.0,0.0
00227,1.0,2.0,49,2IFC,CC,,right,True,0.37301980005577207,False,,,,True,0.049999999999999996,,,
,,,49,WM_probe,CC,,1,True,1.1110867999959737,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,50,2IFC,CC,,right,True,0.3823644001968205,False,,,,True,0.03971641173621406,,,
,,,50,WM_probe,CC,,2,True,1.3841841001994908,False,,,,True,,2.0,0.0,0.0
00227,1.0,2.0,51,2IFC,CC,,left,True,0.2723995998967439,False,,,,True,0.03971641173621406,,,
,,,51,WM_probe,CC,,4,False,1.8188791999127716,False,,,,False,,1.0,0.0,0.0
00227,1.0,2.0,52,2IFC,CI,,right,True,0.1814011000096798,False,,,,True,0.09976311574844403,,,
,,,52,WM_probe,CI,,3,False,1.7796593999955803,False,,,,False,,1.0,0.0,0.0
00227,1.0,2.0,53,2IFC,CI,,right,True,0.4313805000856519,False,,,,True,0.09976311574844403,,,
,,,53,WM_probe,CI,,1,True,2.3294908001553267,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,54,2IFC,CC,,right,True,0.265065599931404,False,,,,True,0.03971641173621406,,,
,,,54,WM_probe,CC,,1,True,1.166290600085631,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,55,2IFC,CI,,left,True,0.15236159996129572,False,,,,True,0.09976311574844403,,,
,,,55,WM_probe,CI,,1,True,1.2856970999855548,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,56,2IFC,SC,,left,True,0.4290707998443395,False,,,,True,0.031547867224009644,,,
,,,56,WM_probe,SC,,3,True,2.292847399832681,False,,,,True,,3.0,0.0,0.0
00227,1.0,2.0,57,2IFC,CI,,right,True,0.32889980007894337,False,,,,True,0.0792446596230557,,,
,,,57,WM_probe,CI,,2,True,2.6887882000301033,False,,,,True,,2.0,0.0,0.0
00227,1.0,2.0,58,2IFC,CC,,right,True,0.37391620012931526,False,,,,True,0.031547867224009644,,,
,,,58,WM_probe,CC,,3,True,1.4316545000765473,False,,,,True,,3.0,0.0,0.0
00227,1.0,2.0,59,2IFC,SC,,right,True,0.23297720006667078,False,,,,True,0.025059361681363596,,,
,,,59,WM_probe,SC,,1,True,1.2117000999860466,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,60,2IFC,CC,,right,True,0.270928000099957,False,,,,True,0.031547867224009644,,,
,,,60,WM_probe,CC,,1,True,1.4406406998168677,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,61,2IFC,SC,,right,True,0.5630546000320464,False,,,,True,0.025059361681363596,,,
,,,61,WM_probe,SC,,4,True,1.4753636000677943,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,62,2IFC,CI,,no_response,False,,True,right,0.0003206999972462654,True,True,0.0792446596230557,,,
,,,62,WM_probe,CI,,1,True,1.2554957999382168,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,63,2IFC,CI,,right,True,0.5310019999742508,False,,,,True,0.09976311574844403,,,
,,,63,WM_probe,CI,,1,True,1.9259500000625849,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,64,2IFC,SC,,right,False,0.48824750003404915,False,,,,False,0.025059361681363596,,,
,,,64,WM_probe,SC,,2,True,1.275837300112471,False,,,,True,,2.0,0.0,0.0
00227,1.0,2.0,65,2IFC,SC,,right,False,0.5444209999404848,False,,,,False,0.031547867224009644,,,
,,,65,WM_probe,SC,,1,True,1.5096467998810112,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,66,2IFC,CC,,right,True,0.5223638999741524,False,,,,True,0.031547867224009644,,,
,,,66,WM_probe,CC,,4,True,1.8173954000230879,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,67,2IFC,SC,,left,True,0.1139676000457257,False,,,,True,0.03971641173621406,,,
,,,67,WM_probe,SC,,3,False,1.982266099890694,False,,,,False,,1.0,1.0,0.0
00227,1.0,2.0,68,2IFC,CI,,right,True,0.4908792998176068,False,,,,True,0.09976311574844403,,,
,,,68,WM_probe,CI,,2,True,1.7660503999795765,False,,,,True,,2.0,0.0,0.0
00227,1.0,2.0,69,2IFC,CI,,left,True,0.23856199998408556,False,,,,True,0.09976311574844403,,,
,,,69,WM_probe,CI,,2,True,1.3327236000914127,False,,,,True,,2.0,0.0,0.0
00227,1.0,2.0,70,2IFC,CC,,right,False,0.7260159999132156,False,,,,False,0.025059361681363596,,,
,,,70,WM_probe,CC,,1,True,1.0239075999706984,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,71,2IFC,CI,,right,True,0.41607949999161065,False,,,,True,0.0792446596230557,,,
,,,71,WM_probe,CI,,3,True,1.7073081999551505,False,,,,True,,3.0,0.0,0.0
00227,1.0,2.0,72,2IFC,CC,,right,True,0.2996066000778228,False,,,,True,0.031547867224009644,,,
,,,72,WM_probe,CC,,3,True,2.044254899956286,False,,,,True,,3.0,0.0,0.0
00227,1.0,2.0,73,2IFC,CI,,right,True,0.5384340998716652,False,,,,True,0.0792446596230557,,,
,,,73,WM_probe,CI,,4,True,2.11848479998298,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,74,2IFC,CC,,right,False,0.5772502000909299,False,,,,False,0.031547867224009644,,,
,,,74,WM_probe,CC,,4,True,1.551598299993202,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,75,2IFC,CI,,left,True,0.42761599994264543,False,,,,True,0.0792446596230557,,,
,,,75,WM_probe,CI,,4,True,2.4622557999100536,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,76,2IFC,SC,,right,True,0.453862699912861,False,,,,True,0.03971641173621406,,,
,,,76,WM_probe,SC,,4,True,2.295335400151089,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,77,2IFC,CI,,right,False,0.6045351000502706,False,,,,False,0.06294627058970836,,,
,,,77,WM_probe,CI,,2,True,1.6406824998557568,False,,,,True,,2.0,0.0,0.0
00227,1.0,2.0,78,2IFC,SC,,right,False,0.5810524998232722,False,,,,False,0.03971641173621406,,,
,,,78,WM_probe,SC,,4,False,2.1407818000297993,False,,,,False,,1.0,1.0,0.0
00227,1.0,2.0,79,2IFC,SC,,right,True,0.3066017001401633,False,,,,True,0.049999999999999996,,,
,,,79,WM_probe,SC,,3,False,2.6576972999610007,False,,,,False,,4.0,1.0,0.0
00227,1.0,2.0,80,2IFC,CC,,left,True,0.653920300072059,False,,,,True,0.03971641173621406,,,
,,,80,WM_probe,CC,,1,True,1.4218567998614162,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,81,2IFC,SC,,left,True,0.10367390001192689,False,,,,True,0.049999999999999996,,,
,,,81,WM_probe,SC,,4,True,1.388529600109905,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,82,2IFC,CC,,right,True,0.5984599001239985,False,,,,True,0.03971641173621406,,,
,,,82,WM_probe,CC,,3,False,1.6782440000679344,False,,,,False,,4.0,0.0,0.0
00227,1.0,2.0,83,2IFC,SC,,right,True,0.36669919989071786,False,,,,True,0.049999999999999996,,,
,,,83,WM_probe,SC,,4,True,1.465343400137499,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,84,2IFC,SC,,no_response,False,,True,right,0.00011139991693198681,False,False,0.03971641173621406,,,
,,,84,WM_probe,SC,,1,False,1.7354243998415768,False,,,,False,,2.0,1.0,0.0
00227,1.0,2.0,85,2IFC,CC,,right,True,0.27962970011867583,False,,,,True,0.03971641173621406,,,
,,,85,WM_probe,CC,,2,False,2.632028300082311,False,,,,False,,4.0,0.0,0.0
00227,1.0,2.0,86,2IFC,CI,,right,False,0.8349223001860082,False,,,,False,0.0792446596230557,,,
,,,86,WM_probe,CI,,2,True,1.6874341000802815,False,,,,True,,2.0,0.0,0.0
00227,1.0,2.0,87,2IFC,CC,,right,True,0.43888520007021725,False,,,,True,0.031547867224009644,,,
,,,87,WM_probe,CC,,1,True,1.4983542999252677,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,88,2IFC,CI,,right,True,0.4733039001002908,False,,,,True,0.09976311574844403,,,
,,,88,WM_probe,CI,,1,True,1.2659192001447082,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,89,2IFC,CC,,left,True,0.5345163999591023,False,,,,True,0.031547867224009644,,,
,,,89,WM_probe,CC,,2,True,1.352592800045386,False,,,,True,,2.0,0.0,0.0
00227,1.0,2.0,90,2IFC,CC,,right,True,0.4753607998136431,False,,,,True,0.031547867224009644,,,
,,,90,WM_probe,CC,,1,True,2.5735602998174727,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,91,2IFC,CI,,right,True,0.4433311000466347,False,,,,True,0.09976311574844403,,,
,,,91,WM_probe,CI,,2,True,2.5322426999919116,False,,,,True,,2.0,0.0,0.0
00227,1.0,2.0,92,2IFC,CC,,right,True,0.4948221000377089,False,,,,True,0.025059361681363596,,,
,,,92,WM_probe,CC,,3,True,2.3376861999277025,False,,,,True,,3.0,0.0,0.0
00227,1.0,2.0,93,2IFC,CC,,right,True,0.2638284999411553,False,,,,True,0.025059361681363596,,,
,,,93,WM_probe,CC,,3,False,1.5111463000066578,False,,,,False,,1.0,0.0,0.0
00227,1.0,2.0,94,2IFC,SC,,right,True,0.4625085999723524,False,,,,True,0.049999999999999996,,,
,,,94,WM_probe,SC,,3,True,2.167603899957612,False,,,,True,,3.0,0.0,0.0
00227,1.0,2.0,95,2IFC,CC,,right,True,0.3153240999672562,False,,,,True,0.025059361681363596,,,
,,,95,WM_probe,CC,,1,True,2.8699904999230057,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,96,2IFC,SC,,right,False,0.6071722998749465,False,,,,False,0.049999999999999996,,,
,,,96,WM_probe,SC,,1,True,1.5672382998745888,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,97,2IFC,SC,,left,True,0.15533780003897846,False,,,,True,0.06294627058970836,,,
,,,97,WM_probe,SC,,3,True,1.791417600121349,False,,,,True,,3.0,0.0,0.0
00227,1.0,2.0,98,2IFC,CC,,right,True,0.3706946999300271,False,,,,True,0.019905358527674843,,,
,,,98,WM_probe,CC,,4,True,1.527349399868399,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,99,2IFC,SC,,right,True,0.504705100087449,False,,,,True,0.06294627058970836,,,
,,,99,WM_probe,SC,,4,True,1.2487399999517947,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,100,YN,CI,False,no_response,False,,True,right,0.0003138999454677105,True,True,0.09976311574844403,,,
,,,100,WM_probe,CI,,3,False,1.7376935000065714,False,,,,False,,2.0,0.0,0.0
00227,1.0,2.0,101,YN,CI,False,right,True,0.6277979000005871,False,,,,True,0.09976311574844403,,,
,,,101,WM_probe,CI,,2,True,2.2005702999886125,False,,,,True,,2.0,0.0,0.0
00227,1.0,2.0,102,YN,SC,True,right,False,0.7478245999664068,False,,,,False,0.06294627058970836,,,
,,,102,WM_probe,SC,,1,True,1.2390247997827828,False,,,,True,,1.0,0.0,0.0
00227,1.0,2.0,103,YN,CC,True,right,False,0.8567848999518901,False,,,,False,0.019905358527674843,,,
,,,103,WM_probe,CC,,4,True,1.4411935999523848,False,,,,True,,4.0,0.0,0.0
00227,1.0,2.0,104,YN,SC,False,right,True,0.5949822999536991,False,,,,True,0.06294627058970836,,,
,,,104,WM_probe,SC,,3,False,1.463212599977851,False,,,,False,,1.0,1.0,0.0
00227,1.0,2.0,105,YN,CC,False,right,True,0.5041714999824762,False,,,,True,0.019905358527674843,,,
,,,105,WM_probe,CC,,3,True,1.9914698000065982,False,,,,True,,3.0,0.0,0.0
00227,1.0,2.0,106,YN,SC,True,left,True,0.5007416000589728,False,,,,True,0.06294627058970836,,,
,,,106,WM_probe,SC,,3,False,1.925660600187257,False,,,,False,,1.0,1.0,0.0
00227,1.0,2.0,107,YN,CI,False,right,True,0.4432387000415474,False,,,,True,0.09976311574844403,,,
,,,107,WM_probe,CI,,1,True,1.0929837001021951,False,,,,True,,1.0,0.0,0.0
