Trial,Task,Category,FacePresent,Response,Correct,RT,NoResponse,LateResponse,LateResponseRT,LateCorrect,Combined_Correct,Contrast,Replaced,PTC,PTR
1,2IFC,CC,,right,True,0.2550681000575423,False,,,,True,0.049999999999999996,,,
1,WM_probe,CC,,3,False,2.314879300072789,False,,,,False,,2.0,0.0,0.0
2,2IFC,SC,,right,True,0.3662491999566555,False,,,,True,0.049999999999999996,,,
2,WM_probe,SC,,1,True,1.2483048001304269,False,,,,True,,1.0,0.0,0.0
3,2IFC,CC,,left,True,0.5323084997944534,False,,,,True,0.03971641173621406,,,
3,WM_probe,CC,,2,True,1.4518649000674486,False,,,,True,,2.0,0.0,0.0
4,2IFC,CC,,left,True,0.30125739984214306,False,,,,True,0.031547867224009644,,,
4,WM_probe,CC,,2,True,1.282690600026399,False,,,,True,,2.0,0.0,0.0
5,2IFC,CI,,left,True,0.4663871000520885,False,,,,True,0.049999999999999996,,,
5,WM_probe,CI,,1,True,0.9014129997231066,False,,,,True,,1.0,0.0,0.0
6,2IFC,SC,,left,True,0.1959259998984635,False,,,,True,0.03971641173621406,,,
6,WM_probe,SC,,3,True,0.9488695999607444,False,,,,True,,3.0,0.0,0.0
7,2IFC,SC,,left,True,0.3535232003778219,False,,,,True,0.031547867224009644,,,
7,WM_probe,SC,,1,True,0.9286507000215352,False,,,,True,,1.0,0.0,0.0
8,2IFC,CC,,left,True,0.352388400118798,False,,,,True,0.025059361681363596,,,
8,WM_probe,CC,,1,True,1.2658934998326004,False,,,,True,,1.0,0.0,0.0
9,2IFC,CI,,left,True,0.2225667000748217,False,,,,True,0.03971641173621406,,,
9,WM_probe,CI,,4,True,1.4269174002110958,False,,,,True,,4.0,0.0,0.0
10,2IFC,CI,,left,True,0.33239830005913973,False,,,,True,0.031547867224009644,,,
10,WM_probe,CI,,1,True,0.733447500038892,False,,,,True,,1.0,0.0,0.0
11,2IFC,CI,,left,True,0.30487879971042275,False,,,,True,0.025059361681363596,,,
11,WM_probe,CI,,3,False,1.7410551002249122,False,,,,False,,4.0,0.0,0.0
12,2IFC,CI,,right,True,0.20050150016322732,False,,,,True,0.019905358527674843,,,
12,WM_probe,CI,,3,True,1.6797960000112653,False,,,,True,,3.0,0.0,0.0
13,2IFC,SC,,left,True,0.11136070033535361,False,,,,True,0.025059361681363596,,,
13,WM_probe,SC,,3,False,1.1978623000904918,False,,,,False,,4.0,0.0,0.0
14,2IFC,CI,,left,True,0.4062302000820637,False,,,,True,0.01581138830084188,,,
14,WM_probe,CI,,4,True,1.40397630026564,False,,,,True,,4.0,0.0,0.0
15,2IFC,CI,,left,True,0.26872240006923676,False,,,,True,0.012559432157547883,,,
15,WM_probe,CI,,3,True,2.3633646997623146,False,,,,True,,3.0,0.0,0.0
16,2IFC,SC,,right,True,0.22254909994080663,False,,,,True,0.019905358527674843,,,
16,WM_probe,SC,,1,True,0.9133999003097415,False,,,,True,,1.0,0.0,0.0
17,2IFC,CI,,left,False,0.43205479998141527,False,,,,False,0.009976311574844382,,,
17,WM_probe,CI,,2,True,1.2272642999887466,False,,,,True,,2.0,0.0,0.0
18,2IFC,CI,,left,True,0.324168199673295,False,,,,True,0.012559432157547883,,,
18,WM_probe,CI,,3,False,2.4576571001671255,False,,,,False,,2.0,0.0,0.0
19,2IFC,CC,,right,True,0.2408050000667572,False,,,,True,0.019905358527674843,,,
19,WM_probe,CC,,3,True,1.018298199865967,False,,,,True,,3.0,0.0,0.0
20,2IFC,SC,,left,True,0.16736009996384382,False,,,,True,0.01581138830084188,,,
20,WM_probe,SC,,3,True,1.0767377000302076,False,,,,True,,3.0,0.0,0.0
21,2IFC,CI,,left,False,0.5238433997146785,False,,,,False,0.012559432157547883,,,
21,WM_probe,CI,,3,True,1.47827859967947,False,,,,True,,3.0,0.0,0.0
22,2IFC,CC,,left,True,0.35016930010169744,False,,,,True,0.01581138830084188,,,
22,WM_probe,CC,,2,True,0.9911353001371026,False,,,,True,,2.0,0.0,0.0
23,2IFC,CC,,left,True,0.37050050031393766,False,,,,True,0.012559432157547883,,,
23,WM_probe,CC,,3,True,1.374317899812013,False,,,,True,,3.0,0.0,0.0
24,2IFC,CI,,left,False,0.328961499966681,False,,,,False,0.01581138830084188,,,
24,WM_probe,CI,,3,True,1.1435817000456154,False,,,,True,,3.0,0.0,0.0
25,2IFC,CI,,left,True,0.1971309999935329,False,,,,True,0.019905358527674843,,,
25,WM_probe,CI,,3,False,1.4306528000161052,False,,,,False,,1.0,0.0,0.0
26,2IFC,CC,,left,True,0.2278689001686871,False,,,,True,0.009976311574844382,,,
26,WM_probe,CC,,1,True,0.8177616000175476,False,,,,True,,1.0,0.0,0.0
27,2IFC,SC,,left,True,0.26389720011502504,False,,,,True,0.012559432157547883,,,
27,WM_probe,SC,,4,True,1.9328681998886168,False,,,,True,,4.0,0.0,0.0
28,2IFC,SC,,left,False,0.20708659989759326,False,,,,False,0.009976311574844382,,,
28,WM_probe,SC,,3,True,1.2079202001914382,False,,,,True,,3.0,0.0,0.0
29,2IFC,CC,,left,False,0.440911200363189,False,,,,False,0.007924465962305553,,,
29,WM_probe,CC,,1,False,1.5787463001906872,False,,,,False,,3.0,0.0,0.0
30,2IFC,CC,,left,False,0.3791263001039624,False,,,,False,0.009976311574844382,,,
30,WM_probe,CC,,4,True,1.637878400273621,False,,,,True,,4.0,0.0,0.0
31,2IFC,CI,,left,False,0.2377920001745224,False,,,,False,0.019905358527674843,,,
31,WM_probe,CI,,2,True,1.6102526001632214,False,,,,True,,2.0,0.0,0.0
32,2IFC,SC,,left,True,0.19034090032801032,False,,,,True,0.012559432157547883,,,
32,WM_probe,SC,,1,True,0.6779569000937045,False,,,,True,,1.0,0.0,0.0
33,2IFC,CC,,left,False,0.33247820008546114,False,,,,False,0.012559432157547883,,,
