Contrast,A,B,Paired,Parametric,T,dof,alternative,p_unc,p_corr,p_adjust,BF10,hedges
Category,SC,CC,True,True,1.2300226898910809,15.0,two-sided,0.23763172759131657,0.7128951827739497,bonf,0.486,0.14854443382850935
Category,SC,CI,True,True,-1.1858859076332957,15.0,two-sided,0.2541132878387912,0.7623398635163736,bonf,0.465,-0.18773260249360493
Category,CC,CI,True,True,-2.832826687573378,15.0,two-sided,0.012596405975337108,0.03778921792601132,bonf,4.524,-0.3043167326939817
