Source,SS,ddof1,ddof2,MS,F,p_unc,p_GG_corr,ng2,eps
Task,8.42831276041666,1,15,8.42831276041666,13.034224390440393,0.0025708161154469945,0.0025708161154469945,0.24435409894931306,1.0
Condition,1.1007537708333326,2,30,0.5503768854166663,4.990893197109165,0.013455068158853088,0.014280596408130904,0.040521551069531724,0.973139780442493
Task * Condition,0.8684557708333427,2,30,0.43422788541667134,2.9688231766993995,0.06661535716574808,0.07458716951280889,0.0322458193051245,0.8794651782586225
