Contrast,A,B,Paired,Parametric,T,dof,alternative,p_unc,p_corr,p_adjust,BF10,hedges
Condition,SC,CC,True,True,-0.5303070564606059,15.0,two-sided,0.6036616906329844,1.0,bonf,0.289,-0.14331359936049576
Condition,SC,CI,True,True,1.9172476891245618,15.0,two-sided,0.07445373516254346,0.2233612054876304,bonf,1.109,0.4478193535788679
Condition,CC,CI,True,True,3.0338845811630555,15.0,two-sided,0.008374183685697053,0.025122551057091158,bonf,6.333,0.6266570068076835
