Contrast,A,B,Paired,Parametric,T,dof,alternative,p_unc,p_corr,p_adjust,BF10,hedges
Condition,SC,CC,True,True,-0.6187478218220075,15.0,two-sided,0.5453650572142497,1.0,bonf,0.302,-0.160150904594694
Condition,SC,CI,True,True,0.8263887813450563,15.0,two-sided,0.42153455195964906,1.0,bonf,0.344,0.25613673846973073
Condition,CC,CI,True,True,1.1423756795790396,15.0,two-sided,0.27120549201272853,0.8136164760381857,bonf,0.446,0.34812862513179077
