Contrast,A,B,Paired,Parametric,T,dof,alternative,p_unc,p_corr,p_adjust,BF10,hedges
Condition,SC,CC,True,True,0.4391415187995061,15.0,two-sided,0.6668190297742952,1.0,bonf,0.278,0.03269472861038686
Condition,SC,CI,True,True,1.8982099676820674,15.0,two-sided,0.0770816147717723,0.23124484431531692,bonf,1.08,0.15492581303917288
Condition,CC,CI,True,True,2.3348237055847543,15.0,two-sided,0.03386174906698457,0.1015852472009537,bonf,2.039,0.13585611833539846
