Participant,Day,SessionBlock,Trial,Task,Category,FacePresent,Response,Correct,RT,NoResponse,LateResponse,LateResponseRT,LateCorrect,Combined_Correct,Contrast,Replaced,PTC,PTR
220,1.0,3.0,1,2IFC,CI,,right,True,0.5396519999485463,False,,,,True,0.049999999999999996,,,
,,,1,WM_probe,CI,,3,False,1.453927299939096,False,,,,False,,4.0,0.0,0.0
220,1.0,3.0,2,2IFC,CI,,right,False,0.5413583000190556,False,,,,False,0.03971641173621406,,,
,,,2,WM_probe,CI,,3,True,1.2794606001116335,False,,,,True,,3.0,0.0,0.0
220,1.0,3.0,3,2IFC,CC,,right,True,0.3324740999378264,False,,,,True,0.049999999999999996,,,
,,,3,WM_probe,CC,,3,True,1.4857373000122607,False,,,,True,,3.0,0.0,0.0
220,1.0,3.0,4,2IFC,CC,,right,False,0.4120142001193017,False,,,,False,0.03971641173621406,,,
,,,4,WM_probe,CC,,2,False,1.5152620999142528,False,,,,False,,1.0,0.0,0.0
220,1.0,3.0,5,2IFC,SC,,right,True,0.5876118000596762,False,,,,True,0.049999999999999996,,,
,,,5,WM_probe,SC,,4,False,1.3494159001857042,False,,,,False,,2.0,1.0,0.0
220,1.0,3.0,6,2IFC,CC,,right,True,0.3790531998965889,False,,,,True,0.049999999999999996,,,
,,,6,WM_probe,CC,,3,True,1.7712719000410289,False,,,,True,,3.0,0.0,0.0
220,1.0,3.0,7,2IFC,SC,,right,False,0.4481565000023693,False,,,,False,0.03971641173621406,,,
,,,7,WM_probe,SC,,1,True,1.8072468999307603,False,,,,True,,1.0,0.0,0.0
220,1.0,3.0,8,2IFC,SC,,right,True,0.3184277000837028,False,,,,True,0.049999999999999996,,,
,,,8,WM_probe,SC,,2,True,2.1198326000012457,False,,,,True,,2.0,0.0,0.0
220,1.0,3.0,9,2IFC,CI,,right,False,0.525819200091064,False,,,,False,0.049999999999999996,,,
,,,9,WM_probe,CI,,1,True,1.3695408999919891,False,,,,True,,1.0,0.0,0.0
220,1.0,3.0,10,2IFC,CI,,right,True,0.4281794000416994,False,,,,True,0.06294627058970836,,,
,,,10,WM_probe,CI,,3,False,2.176917599979788,False,,,,False,,2.0,0.0,0.0
220,1.0,3.0,11,2IFC,CC,,right,True,0.20881509990431368,False,,,,True,0.049999999999999996,,,
,,,11,WM_probe,CC,,3,False,1.8616488000843674,False,,,,False,,1.0,0.0,0.0
220,1.0,3.0,12,2IFC,SC,,right,True,0.2916151999961585,False,,,,True,0.049999999999999996,,,
,,,12,WM_probe,SC,,3,False,1.6848436000291258,False,,,,False,,4.0,1.0,0.0
220,1.0,3.0,13,2IFC,CI,,left,True,0.3525270998943597,False,,,,True,0.06294627058970836,,,
,,,13,WM_probe,CI,,4,False,1.6991490998771042,False,,,,False,,1.0,0.0,0.0
220,1.0,3.0,14,2IFC,SC,,right,True,0.3379428999032825,False,,,,True,0.049999999999999996,,,
,,,14,WM_probe,SC,,3,False,1.6391377998515964,False,,,,False,,1.0,1.0,0.0
220,1.0,3.0,15,2IFC,CC,,right,False,0.5324800000526011,False,,,,False,0.049999999999999996,,,
,,,15,WM_probe,CC,,4,True,1.6059974001254886,False,,,,True,,4.0,0.0,0.0
220,1.0,3.0,16,2IFC,CI,,left,True,0.4892420000396669,False,,,,True,0.06294627058970836,,,
,,,16,WM_probe,CI,,3,False,1.7190243999939412,False,,,,False,,2.0,0.0,0.0
220,1.0,3.0,17,2IFC,SC,,right,True,0.5300062000751495,False,,,,True,0.03971641173621406,,,
,,,17,WM_probe,SC,,4,True,1.6318531997967511,False,,,,True,,4.0,0.0,0.0
220,1.0,3.0,18,2IFC,CI,,left,False,0.5574030000716448,False,,,,False,0.049999999999999996,,,
