Source,SS,ddof1,ddof2,MS,F,p_unc,p_GG_corr,ng2,eps
Task,0.19526828198942242,1,15,0.19526828198942242,0.32648632240336917,0.576197604982208,0.576197604982208,0.007930576868256687,1.0
Condition,1.0647543913613697,2,30,0.5323771956806849,4.9523645226327755,0.013850113315987705,0.014846310139924648,0.04176868556583026,0.9683257455045815
Task * Condition,0.9004949003052971,2,30,0.45024745015264855,3.386698667078246,0.0471859286099492,0.053485769818979685,0.03555413542049816,0.8957284074030958
