Participant,Day,SessionBlock,Trial,Task,Category,FacePresent,Response,Correct,RT,NoResponse,LateResponse,LateResponseRT,LateCorrect,Combined_Correct,Contrast,Replaced,PTC,PTR
227,2.0,4.0,1,2IFC,CI,,no_response,False,,True,right,0.000328300055116415,True,True,0.049999999999999996,,,
,,,1,WM_probe,CI,,3,True,1.913454100023955,False,,,,True,,3.0,0.0,0.0
227,2.0,4.0,2,2IFC,CC,,left,True,0.5390061000362039,False,,,,True,0.049999999999999996,,,
,,,2,WM_probe,CC,,4,True,1.5708908999804407,False,,,,True,,4.0,0.0,0.0
227,2.0,4.0,3,2IFC,SC,,left,True,0.6402263999916613,False,,,,True,0.049999999999999996,,,
,,,3,WM_probe,SC,,4,True,1.9534297999925911,False,,,,True,,4.0,0.0,0.0
227,2.0,4.0,4,2IFC,CC,,right,True,0.3825480998493731,False,,,,True,0.03971641173621406,,,
,,,4,WM_probe,CC,,3,True,2.0957243000157177,False,,,,True,,3.0,0.0,0.0
227,2.0,4.0,5,2IFC,CC,,right,True,0.5386713999323547,False,,,,True,0.031547867224009644,,,
,,,5,WM_probe,CC,,1,True,1.559233599808067,False,,,,True,,1.0,0.0,0.0
227,2.0,4.0,6,2IFC,SC,,right,True,0.6083611999638379,False,,,,True,0.03971641173621406,,,
,,,6,WM_probe,SC,,2,True,2.129145700018853,False,,,,True,,2.0,0.0,0.0
227,2.0,4.0,7,2IFC,CI,,left,True,0.6202255999669433,False,,,,True,0.06294627058970836,,,
,,,7,WM_probe,CI,,2,True,2.058778200065717,False,,,,True,,2.0,0.0,0.0
227,2.0,4.0,8,2IFC,CI,,right,True,0.7123954000417143,False,,,,True,0.049999999999999996,,,
,,,8,WM_probe,CI,,4,True,1.2403945999685675,False,,,,True,,4.0,0.0,0.0
227,2.0,4.0,9,2IFC,CI,,right,True,0.567819399992004,False,,,,True,0.049999999999999996,,,
,,,9,WM_probe,CI,,2,True,1.3709849000442773,False,,,,True,,2.0,0.0,0.0
227,2.0,4.0,10,2IFC,CC,,left,True,0.5374314000364393,False,,,,True,0.025059361681363596,,,
,,,10,WM_probe,CC,,2,False,2.124912700150162,False,,,,False,,3.0,0.0,0.0
227,2.0,4.0,11,2IFC,SC,,left,True,0.6220572001766413,False,,,,True,0.031547867224009644,,,
,,,11,WM_probe,SC,,2,True,2.664157999912277,False,,,,True,,2.0,0.0,0.0
227,2.0,4.0,12,2IFC,CC,,right,False,0.8907284999731928,False,,,,False,0.019905358527674843,,,
,,,12,WM_probe,CC,,4,False,2.497797100106254,False,,,,False,,1.0,0.0,0.0
227,2.0,4.0,13,2IFC,CI,,right,True,0.5989302000962198,False,,,,True,0.049999999999999996,,,
,,,13,WM_probe,CI,,4,True,1.4127880001906306,False,,,,True,,4.0,0.0,0.0
227,2.0,4.0,14,2IFC,CC,,left,True,0.3069641999900341,False,,,,True,0.025059361681363596,,,
,,,14,WM_probe,CC,,1,True,1.28311079996638,False,,,,True,,1.0,0.0,0.0
227,2.0,4.0,15,2IFC,SC,,right,False,0.703264799900353,False,,,,False,0.025059361681363596,,,
,,,15,WM_probe,SC,,3,True,1.873969300184399,False,,,,True,,3.0,0.0,0.0
227,2.0,4.0,16,2IFC,CC,,left,True,0.6324717001989484,False,,,,True,0.025059361681363596,,,
,,,16,WM_probe,CC,,2,True,2.325662999879569,False,,,,True,,2.0,0.0,0.0
227,2.0,4.0,17,2IFC,SC,,left,True,0.3383770000655204,False,,,,True,0.031547867224009644,,,
,,,17,WM_probe,SC,,4,True,2.2671518998686224,False,,,,True,,4.0,0.0,0.0
227,2.0,4.0,18,2IFC,SC,,left,True,0.5082922999281436,False,,,,True,0.031547867224009644,,,
,,,18,WM_probe,SC,,4,True,1.9538099998608232,False,,,,True,,4.0,0.0,0.0
227,2.0,4.0,19,2IFC,CC,,right,True,0.5973110999912024,False,,,,True,0.025059361681363596,,,
,,,19,WM_probe,CC,,no_response,False,,True,,,,False,,1.0,0.0,0.0
227,2.0,4.0,20,2IFC,SC,,left,True,0.6041793001350015,False,,,,True,0.031547867224009644,,,
,,,20,WM_probe,SC,,4,True,2.461056699976325,False,,,,True,,4.0,0.0,0.0
227,2.0,4.0,21,2IFC,CI,,right,True,0.490229899995029,False,,,,True,0.03971641173621406,,,
,,,21,WM_probe,CI,,1,True,1.062926399987191,False,,,,True,,1.0,0.0,0.0
227,2.0,4.0,22,2IFC,CI,,right,True,0.4537431998178363,False,,,,True,0.03971641173621406,,,
,,,22,WM_probe,CI,,3,False,1.9545040000230074,False,,,,False,,1.0,0.0,0.0
227,2.0,4.0,23,2IFC,CI,,right,True,0.4534193000290543,False,,,,True,0.03971641173621406,,,
,,,23,WM_probe,CI,,3,True,1.64338509994559,False,,,,True,,3.0,0.0,0.0
227,2.0,4.0,24,2IFC,CI,,left,True,0.5763828000053763,False,,,,True,0.031547867224009644,,,
,,,24,WM_probe,CI,,4,True,1.936861600028351,False,,,,True,,4.0,0.0,0.0
227,2.0,4.0,25,2IFC,SC,,left,True,0.4669747999869287,False,,,,True,0.025059361681363596,,,
,,,25,WM_probe,SC,,4,False,2.9096001000143588,False,,,,False,,3.0,0.0,1.0
227,2.0,4.0,26,2IFC,CC,,left,True,0.7716528000310063,False,,,,True,0.019905358527674843,,,
,,,26,WM_probe,CC,,4,True,1.976354599930346,False,,,,True,,4.0,0.0,0.0
227,2.0,4.0,27,2IFC,CI,,left,True,0.7192480999510735,False,,,,True,0.031547867224009644,,,
,,,27,WM_probe,CI,,4,True,1.1825895998626947,False,,,,True,,4.0,0.0,0.0
227,2.0,4.0,28,2IFC,CI,,no_response,False,,True,right,0.0004149000160396099,False,False,0.031547867224009644,,,
,,,28,WM_probe,CI,,4,True,1.8186586000956595,False,,,,True,,4.0,0.0,0.0
227,2.0,4.0,29,2IFC,CI,,right,True,0.39086499996483326,False,,,,True,0.03971641173621406,,,
,,,29,WM_probe,CI,,4,True,1.1918665000703186,False,,,,True,,4.0,0.0,0.0
227,2.0,4.0,30,2IFC,CI,,right,True,0.4081416998524219,False,,,,True,0.03971641173621406,,,
,,,30,WM_probe,CI,,2,True,2.4794404001440853,False,,,,True,,2.0,0.0,0.0
227,2.0,4.0,31,2IFC,CC,,right,False,0.6144067000132054,False,,,,False,0.019905358527674843,,,
,,,31,WM_probe,CC,,4,True,1.5829446001444012,False,,,,True,,4.0,0.0,0.0
227,2.0,4.0,32,2IFC,CC,,right,True,0.38428430003114045,False,,,,True,0.025059361681363596,,,
,,,32,WM_probe,CC,,3,True,1.6698652000632137,False,,,,True,,3.0,0.0,0.0
227,2.0,4.0,33,2IFC,CI,,right,True,0.4398944000713527,False,,,,True,0.03971641173621406,,,
,,,33,WM_probe,CI,,3,True,1.3653424999210984,False,,,,True,,3.0,0.0,0.0
227,2.0,4.0,34,2IFC,SC,,right,False,0.4119760000612587,False,,,,False,0.025059361681363596,,,
,,,34,WM_probe,SC,,no_response,False,,True,2,0.0002927000168710947,False,False,,4.0,0.0,0.0
227,2.0,4.0,35,2IFC,CC,,right,True,0.4004251998849213,False,,,,True,0.025059361681363596,,,
,,,35,WM_probe,CC,,3,True,1.5258675999939442,False,,,,True,,3.0,0.0,0.0
227,2.0,4.0,36,2IFC,SC,,right,True,0.4107826999388635,False,,,,True,0.031547867224009644,,,
,,,36,WM_probe,SC,,4,True,1.9565960001200438,False,,,,True,,4.0,0.0,0.0
227,2.0,4.0,37,2IFC,SC,,left,True,0.4181963999290019,False,,,,True,0.031547867224009644,,,
,,,37,WM_probe,SC,,1,True,1.7081478999461979,False,,,,True,,1.0,0.0,0.0
227,2.0,4.0,38,2IFC,CI,,right,True,0.45842619985342026,False,,,,True,0.031547867224009644,,,
,,,38,WM_probe,CI,,4,True,1.877815900137648,False,,,,True,,4.0,0.0,0.0
227,2.0,4.0,39,2IFC,SC,,no_response,False,,True,left,0.0003301999531686306,True,True,0.031547867224009644,,,
,,,39,WM_probe,SC,,1,True,1.5966700999997556,False,,,,True,,1.0,0.0,0.0
227,2.0,4.0,40,2IFC,CI,,right,False,0.4781235000118613,False,,,,False,0.031547867224009644,,,
,,,40,WM_probe,CI,,4,True,1.8678048001602292,False,,,,True,,4.0,0.0,0.0
227,2.0,4.0,41,2IFC,CC,,right,True,0.41006459994241595,False,,,,True,0.025059361681363596,,,
,,,41,WM_probe,CC,,1,True,2.8554424999747425,False,,,,True,,1.0,0.0,0.0
227,2.0,4.0,42,2IFC,CC,,right,False,0.48962390003725886,False,,,,False,0.019905358527674843,,,
,,,42,WM_probe,CC,,2,False,2.5038240998983383,False,,,,False,,4.0,0.0,0.0
227,2.0,4.0,43,2IFC,SC,,right,True,0.3200953998602927,False,,,,True,0.03971641173621406,,,
,,,43,WM_probe,SC,,no_response,False,,True,4,0.00031180004589259624,False,False,,3.0,0.0,0.0
227,2.0,4.0,44,2IFC,SC,,left,True,0.1996967000886798,False,,,,True,0.03971641173621406,,,
,,,44,WM_probe,SC,,4,True,1.4818124000448734,False,,,,True,,4.0,0.0,0.0
227,2.0,4.0,45,2IFC,CI,,right,True,0.5230121000204235,False,,,,True,0.03971641173621406,,,
,,,45,WM_probe,CI,,4,False,2.1362840000074357,False,,,,False,,1.0,0.0,0.0
227,2.0,4.0,46,2IFC,CI,,right,True,0.45035569998435676,False,,,,True,0.03971641173621406,,,
,,,46,WM_probe,CI,,2,True,2.170004100073129,False,,,,True,,2.0,0.0,0.0
227,2.0,4.0,47,2IFC,CC,,right,False,0.5743036000058055,False,,,,False,0.025059361681363596,,,
,,,47,WM_probe,CC,,3,True,1.6709463000297546,False,,,,True,,3.0,0.0,0.0
227,2.0,4.0,48,2IFC,SC,,left,True,0.2350025000050664,False,,,,True,0.03971641173621406,,,
,,,48,WM_probe,SC,,4,True,1.802982100052759,False,,,,True,,4.0,0.0,0.0
227,2.0,4.0,49,2IFC,SC,,left,True,0.48336749989539385,False,,,,True,0.031547867224009644,,,
,,,49,WM_probe,SC,,2,True,2.312851599883288,False,,,,True,,2.0,0.0,0.0
227,2.0,4.0,50,2IFC,CC,,right,True,0.4480506998952478,False,,,,True,0.031547867224009644,,,
