Contrast,A,B,Paired,Parametric,T,dof,alternative,p_unc,p_corr,p_adjust,BF10,hedges
Condition,SC,CC,True,True,-1.951406220386505,15.0,two-sided,0.06994010475080835,0.20982031425242503,bonf,1.162,-0.21259591954203919
Condition,SC,CI,True,True,3.8118076727150845,15.0,two-sided,0.001701655608123501,0.005104966824370503,bonf,24.249,0.4836344429590431
Condition,CC,CI,True,True,3.922139636279625,15.0,two-sided,0.0013584938329649833,0.00407548149889495,bonf,29.404,0.6558232590792955
