Contrast,A,B,Paired,Parametric,T,dof,alternative,p_unc,p_corr,p_adjust,BF10,hedges
Condition,SC,CC,True,True,1.8236470096227022,15.0,two-sided,0.08819225207859936,0.26457675623579807,bonf,0.976,0.5324328139334701
Condition,SC,CI,True,True,8.168762849091,15.0,two-sided,6.652474594788349e-07,1.995742378436505e-06,bonf,2.553e+04,1.8564400598980508
Condition,CC,CI,True,True,5.596461997870105,15.0,two-sided,5.0988564268735124e-05,0.00015296569280620539,bonf,517.468,1.546201860199626
